Evasao,Meses_Contrato,Faturamento_Mensal,Faturamento_Total,Gasto_Diario
0,42,55.51323866098668,8503.576752909617,1.850441288699556
0,65,22.360657289267156,2552.9593571465007,0.7453552429755719
0,49,103.08529400619496,2677.9811438675933,3.436176466873165
0,19,99.82909358820972,4208.498538178331,3.327636452940324
0,61,21.674989261990397,640.3713290787431,0.7224996420663465
0,11,35.90450766782732,698.5136898553496,1.1968169222609106
0,67,118.57412762808764,6777.4403817905995,3.9524709209362547
1,14,104.10169006875523,53.53972257576205,3.4700563356251743
0,21,60.36902644078667,1855.6561020836,2.0123008813595558
1,64,37.150343829793115,1343.345283781691,1.2383447943264372
1,37,102.88753081064986,6724.631671872786,3.4295843603549954
1,28,53.72092560245188,2937.1710447189785,1.7906975200817292
1,9,113.91449682210872,7472.819847885971,3.7971498940702904
1,54,93.65997614006012,7289.915085481281,3.1219992046686706
1,43,53.33564818299616,2757.6205760220764,1.7778549394332053
0,8,57.60823843744412,2600.564362603764,1.9202746145814706
0,71,92.05836026212151,6155.870418707284,3.0686120087373836
0,9,80.43405527525817,7615.07970488713,2.681135175841939
0,64,104.01348790040053,4063.0896635987438,3.4671162633466843
1,57,102.04917004703975,5321.981295117292,3.401639001567992
0,44,95.43844355698177,5777.145679091801,3.1812814518993924
0,65,35.861663072453126,869.5804847350119,1.1953887690817708
0,58,66.2983367751439,6737.520160509983,2.209944559171463
0,66,98.74192376048732,5765.526988231996,3.2913974586829107
0,51,22.256045093989894,2621.8920522589747,0.7418681697996631
0,5,63.47154498836787,1687.7270792649006,2.115718166278929
1,60,36.79835258516743,3863.7882007229314,1.2266117528389142
0,41,106.55834904439982,8080.967049636419,3.551944968146661
0,32,73.73987033433072,6898.9357659362595,2.457995677811024
0,31,34.43942896705482,2973.694468430869,1.147980965568494
0,52,115.3067637931929,4769.083423301854,3.84355879310643
0,39,117.73512522335105,8113.906615030989,3.9245041741117017
0,69,118.63021867247923,8657.264506394593,3.9543406224159745
0,14,69.00848871821898,7029.17093397494,2.300282957273966
0,59,48.73440015829527,7108.797170943581,1.6244800052765092
1,39,69.90129210851956,3656.5776728360124,2.330043070283985
0,53,33.00050357394335,1116.2993865745118,1.1000167857981116
0,9,35.189499919001015,6337.213316907971,1.1729833306333672
1,60,44.37665687441372,6623.501332530094,1.4792218958137906
1,47,28.15067121092114,4778.2396241746565,0.9383557070307046
1,20,90.40485289548594,6487.826100429127,3.013495096516198
0,21,25.15261773031134,2897.469968763355,0.838420591010378
0,33,96.07442302328961,4000.3349322727167,3.202480767442987
0,48,34.384447152289894,1348.2159803002355,1.146148238409663
1,37,50.07588850394452,1651.9510197156862,1.6691962834648173
1,43,98.38315568336002,1982.623606217095,3.2794385227786673
0,38,50.59856625059699,1648.2467506179048,1.6866188750198996
0,55,43.468614267564156,1541.3112335685316,1.4489538089188052
0,7,18.72240343184288,1153.510531450069,0.6240801143947627
0,13,35.976141790302066,6755.093212509002,1.1992047263434022
0,3,66.30515590293822,7857.679211992968,2.2101718634312744
0,68,69.19207075450403,2154.162567623849,2.3064023584834676
0,33,19.773825775818572,5381.586337617201,0.6591275258606191
0,26,40.410040337387976,5398.967628808339,1.3470013445795992
0,59,29.1718633695197,1597.7307400572715,0.9723954456506566
1,6,38.08495896863977,8181.739683452872,1.2694986322879922
0,52,57.05034309530795,6374.373566664438,1.9016781031769316
1,53,26.559923635181125,128.93693742156876,0.8853307878393708
0,47,43.30347518158631,3015.345123777577,1.4434491727195435
0,9,88.27270544004,8579.815351346948,2.942423514668
0,2,55.8396363134958,7213.147297345365,1.86132121044986
0,28,44.436353018143265,4715.768799760197,1.4812117672714422
0,17,113.75418933008774,8308.54375264019,3.7918063110029245
0,19,87.6592757415658,8175.3588037060035,2.9219758580521935
0,34,65.28721892546363,2871.809564584448,2.176240630848788
0,52,65.17019745782443,4944.911869963066,2.1723399152608143
0,68,53.750340808653014,3404.1039273238475,1.7916780269551005
0,8,101.01550608838238,7395.096289211886,3.3671835362794127
0,10,105.02648733108414,7716.099538180739,3.500882911036138
0,9,70.13960094137077,1011.2772431826606,2.3379866980456923
0,28,55.92076144807885,6511.81918901506,1.8640253816026282
0,2,88.31886719211103,7131.368071084337,2.943962239737034
1,23,86.9667510493996,2168.169240198233,2.8988917016466536
1,5,61.808575254760406,6648.653171250087,2.0602858418253467
0,14,98.1104700986054,6841.236464268006,3.2703490032868467
1,44,110.08195846055042,4790.359285667903,3.669398615351681
0,59,92.15109211631112,7981.154413118023,3.071703070543704
1,65,65.16140083854427,4349.197965009913,2.172046694618142
1,25,108.7713458127601,7715.303681159129,3.6257115270920033
1,3,106.98091425115324,7550.7065221331295,3.566030475038441
0,51,62.96141914039228,6845.391049734617,2.098713971346409
0,62,65.52351631937194,3967.986898009419,2.184117210645731
0,14,24.214271081649773,7461.536984626827,0.8071423693883257
0,26,105.27277888846166,3558.4352165803807,3.5090926296153886
0,49,46.6305874098788,3901.070506080038,1.5543529136626266
0,29,98.82359688519463,2614.260092307447,3.2941198961731546
0,16,77.8007238473332,3509.2718811093537,2.5933574615777735
0,11,104.46020681969743,5258.383245692463,3.4820068939899143
1,29,32.78266421682431,8423.438071756504,1.0927554738941436
1,29,35.10271252649976,8013.110499380778,1.170090417549992
0,65,33.92048109688596,8470.377872707648,1.130682703229532
0,44,36.74093699199835,5900.252555504359,1.2246978997332785
0,18,97.91009119246567,1527.8562167038037,3.2636697064155222
0,35,37.1672979771043,6020.36116927701,1.2389099325701431
0,43,61.44312306652988,1526.8701750592413,2.0481041022176627
0,50,90.34471597611959,4335.99912781532,3.01149053253732
0,41,47.04522313444066,7783.268109659848,1.5681741044813553
1,13,67.80351296471027,6591.990028046044,2.2601170988236756
0,71,36.77871366711065,3703.4640505055677,1.2259571222370218
1,43,89.61546666175515,4620.520638521896,2.987182222058505
0,2,117.55310760969115,7522.947790178054,3.9184369203230385
1,40,56.47379377693251,5806.81676068457,1.882459792564417
0,22,106.98985047344436,5022.187190390546,3.566328349114812
0,25,60.98178512934197,5869.391404228132,2.0327261709780657
0,67,116.29167822954678,858.9634521706962,3.876389274318226
0,70,47.99305362598598,442.08412509027085,1.5997684541995327
0,61,31.93468048426859,722.9840301921432,1.0644893494756196
1,34,92.39293251608082,8251.151284617938,3.079764417202694
0,41,43.944117445629765,4768.8530375822,1.4648039148543255
0,68,118.11267020844063,1212.1210003051435,3.937089006948021
1,48,79.87039838517126,7857.78383526937,2.662346612839042
0,34,43.395476004862445,2135.0050398701624,1.446515866828748
0,43,80.47564232236826,652.7015076204092,2.6825214107456086
0,31,41.982145284680236,908.2874208924223,1.3994048428226746
0,6,91.38223091711366,3626.7874702526974,3.046074363903789
1,60,64.06202925381048,8266.468102006596,2.1354009751270158
0,9,96.22096967473604,2456.5573837778156,3.2073656558245345
0,20,79.55986201885881,192.14521712732966,2.651995400628627
1,37,115.33973552223843,823.2376683832257,3.8446578507412807
0,53,81.43074523707459,3422.8628494070394,2.714358174569153
1,8,84.36283324616515,3683.081397950401,2.8120944415388385
1,26,87.97634082854059,6503.094414819435,2.9325446942846862
1,72,115.25106216301522,6956.611875392546,3.8417020721005075
1,14,62.76063129906131,2693.794236858578,2.0920210433020436
1,60,48.50535981469752,4221.98459372615,1.616845327156584
0,5,22.43907610809974,1493.2614660833272,0.7479692036033246
0,40,38.51243391679432,6043.844179920586,1.2837477972264775
0,40,43.87364756438902,6013.806330226132,1.4624549188129672
0,34,68.38666984797567,202.48661891815095,2.279555661599189
1,38,34.13207060171495,6185.43055999586,1.1377356867238317
0,9,76.19474174980095,7201.841696723961,2.539824724993365
0,46,44.41020926320296,1627.3429652903026,1.480340308773432
0,59,104.10345095748036,1768.2135654649128,3.470115031916012
0,62,38.143772702977486,2948.632175419333,1.2714590900992495
0,40,99.42059547040655,7854.623468605098,3.314019849013552
0,63,57.96932965325906,2300.1100222824157,1.9323109884419687
1,18,86.14016279230896,1721.5691082936808,2.8713387597436317
0,11,90.85397759555622,6741.822391982338,3.028465919851874
1,3,39.3217751835966,1360.7003104944315,1.31072583945322
0,52,29.00517222300505,1232.076761146313,0.9668390741001683
1,3,43.04378363219598,6938.660815612007,1.434792787739866
0,70,108.81077427618641,4357.26258448198,3.6270258092062138
0,54,92.37389569921099,5335.26410465027,3.079129856640366
0,71,59.47014431137348,1891.1715966188058,1.9823381437124494
0,37,31.293068758854638,3392.7975026400786,1.0431022919618214
0,60,38.32377057871453,2104.7362657782,1.2774590192904844
0,3,45.125391274664366,3265.9865250827224,1.504179709155479
1,38,79.80636553916307,379.3621221853837,2.6602121846387687
1,23,57.32285670685918,8527.536399098884,1.9107618902286392
0,12,84.93277914846995,7243.3381674874845,2.8310926382823314
0,39,115.43005663283523,5279.455348449696,3.847668554427841
0,69,115.04083211158323,8596.740004051246,3.834694403719441
0,48,101.16826957501189,7700.296822500174,3.3722756525003965
0,22,103.53981713209598,3722.592360196074,3.4513272377365327
1,43,70.37447648338272,1493.4606966808904,2.345815882779424
0,69,68.78983322571655,8410.940795675859,2.2929944408572185
0,28,50.25939629950259,6928.536579874811,1.6753132099834196
0,26,83.28504064802925,3076.007516774767,2.776168021600975
1,60,34.32553512141788,93.12303375270675,1.1441845040472627
1,52,74.61197042524006,2364.018602567924,2.487065680841335
0,45,30.962013694214406,839.9231466658864,1.03206712314048
0,17,66.64658710349056,5252.414096434832,2.2215529034496853
0,57,19.232981656222744,6108.175844034148,0.6410993885407581
1,3,33.62579896136095,2153.6863310438716,1.1208599653786984
1,23,77.11956717177716,8583.356148576526,2.5706522390592386
0,5,94.13938421989347,536.1206535463997,3.1379794739964493
0,39,113.18654955221776,3216.915952480267,3.772884985073925
0,35,42.459491116142026,5067.112117553062,1.4153163705380676
1,36,50.63928629204676,3837.9868131915373,1.687976209734892
1,57,73.00783830067252,4115.288073148159,2.4335946100224173
0,62,26.078425742308088,3306.056088401598,0.8692808580769362
0,35,64.30901295803164,7018.199741560286,2.1436337652677215
0,7,27.763350822089755,622.2978370574675,0.9254450274029918
0,27,22.5825063660942,5066.387103545778,0.75275021220314
0,64,93.23054972585221,4686.57791268407,3.1076849908617405
1,45,93.34988617974531,6212.460260246957,3.111662872658177
1,40,97.7599437416598,4186.441193464657,3.25866479138866
1,27,107.02084355025593,5024.931523297005,3.5673614516751977
0,17,50.95420418610517,1360.5461835694266,1.6984734728701725
0,32,88.48810972552455,7706.872196435486,2.949603657517485
1,17,116.85525958011907,4386.434111317829,3.8951753193373024
0,41,20.06460672866467,7860.951241489236,0.6688202242888224
0,16,75.68859399214986,628.6981214409791,2.522953133071662
0,4,66.81788943820735,4803.645994180231,2.227262981273578
0,64,48.07442416283985,597.3965417141169,1.6024808054279949
0,67,68.56815606537228,2058.0613706217923,2.285605202179076
0,15,93.40850186094603,7867.646604999314,3.1136167286982013
0,36,73.49801544021517,1104.361778221655,2.449933848007172
1,4,57.8081683313135,1641.7197663386778,1.9269389443771168
0,69,24.47074755635502,6895.192828547961,0.8156915852118339
1,13,86.90424076183888,6982.242696250575,2.896808025394629
0,1,96.72724161775938,6355.849008070582,3.2242413872586457
1,59,84.63127554670922,4927.13491889159,2.8210425182236407
0,16,84.28227095068928,2738.2002124684936,2.8094090316896425
1,20,19.92839828668494,1209.3321594677116,0.664279942889498
0,65,96.14402676456444,6090.920511897973,3.2048008921521483
0,60,33.940184164871276,3734.763001813721,1.131339472162376
0,31,62.31662198746213,6191.2244387868695,2.0772207329154044
0,52,75.30995072589572,7526.749802564615,2.5103316908631905
0,9,37.61623244812121,4350.467585081266,1.2538744149373737
0,28,110.672587643738,6679.5264870401825,3.6890862547912664
0,56,57.36910499094937,5603.3249990617005,1.9123034996983121
1,29,46.30662826753221,6392.969531826115,1.543554275584407
0,48,21.679229633123157,4096.668014693612,0.7226409877707719
1,11,59.781474029310644,661.6133578606498,1.9927158009770214
0,65,33.303601280116865,6627.030834592745,1.1101200426705622
0,48,20.012285143585377,4662.946531382742,0.6670761714528459
0,41,20.366194284972632,4728.01757480798,0.6788731428324211
1,36,68.6431151082881,2482.9074728077903,2.2881038369429367
0,72,41.45955905357061,867.7878790806998,1.381985301785687
0,41,116.43468698860875,826.0173710285724,3.8811562329536247
0,52,69.15324783122352,5820.690980025051,2.3051082610407843
1,59,28.971293727261678,8149.511047898365,0.9657097909087226
1,25,118.91388520236697,658.317791372215,3.9637961734122324
1,32,26.76465697541554,2113.967060042389,0.8921552325138513
0,13,53.01122890193479,6719.19534560564,1.7670409633978263
0,39,58.424499328675005,3944.555877810866,1.9474833109558334
0,5,60.65449189903089,7659.891517556793,2.021816396634363
0,42,85.11136656577666,8636.866339663518,2.8370455521925555
0,26,25.289363128824377,2303.2641281171836,0.8429787709608125
0,23,102.66135208611333,1452.5212163129193,3.422045069537111
0,45,73.83715865038042,7071.298855295063,2.4612386216793474
0,53,38.70819797991727,4325.884945694659,1.2902732659972425
0,49,26.452659526395074,2940.9057685952926,0.8817553175465025
1,32,58.720284986210515,6856.298100555899,1.957342832873684
0,27,116.46275156323105,1931.586795053348,3.8820917187743684
0,21,119.61085654224557,5146.072462647742,3.987028551408186
0,59,86.33578499072624,2155.357150850543,2.877859499690875
0,29,49.78481576307695,2077.051848244331,1.6594938587692316
0,49,52.89013330520446,7939.273109429795,1.7630044435068153
0,23,86.11377574550437,1051.7809807666679,2.8704591915168125
1,66,55.66284937612496,5760.762369146664,1.8554283125374986
0,5,46.539527769069906,6225.727395090907,1.5513175923023301
1,64,20.92631572116871,1534.6763239105867,0.6975438573722903
1,19,42.6327934979138,7206.199590899971,1.4210931165971268
1,46,22.558393552371136,904.4575829817879,0.7519464517457045
0,1,106.73637886446221,5181.43233284421,3.5578792954820737
1,37,54.226034613676696,1282.5124018340289,1.8075344871225565
0,54,54.4642735576146,975.8521014882481,1.81547578525382
0,57,96.45274324455832,4306.922649913648,3.2150914414852774
0,47,66.76314922501965,4017.5068271972805,2.2254383075006547
1,12,110.99013848890688,8021.503211651771,3.6996712829635627
0,64,27.96038608484729,5249.209258771659,0.9320128694949097
1,15,63.30109484496849,7031.749385773239,2.110036494832283
0,10,52.598577580818166,3335.9997466930245,1.7532859193606056
0,2,28.96751579389953,3640.0258164999354,0.965583859796651
1,32,50.259796976591765,2534.938133192256,1.6753265658863923
0,46,48.78380803888054,260.56540629130564,1.6261269346293512
1,30,118.51708192039452,3471.7735915999124,3.950569397346484
0,8,99.24393834743847,269.80643091389965,3.308131278247949
0,54,88.53081533652498,64.65984494968535,2.951027177884166
0,53,38.937271274167976,1534.3590160881972,1.297909042472266
1,21,28.419266890666066,1643.6765559550859,0.9473088963555355
0,23,32.07727544444971,7246.053432695916,1.0692425148149904
1,11,106.4531164288206,6409.952393666511,3.54843721429402
0,20,20.944119073987903,7681.475648832061,0.6981373024662634
0,47,37.42680111194643,8645.904807275352,1.2475600370648812
0,2,21.92085670116993,6053.752457354534,0.7306952233723311
0,49,101.89691436968982,3843.329402614696,3.396563812322994
0,23,108.95121934511499,4109.386660997131,3.631707311503833
0,3,82.72490941114386,64.7992001292269,2.757496980371462
0,39,104.46406161897224,8114.034963086854,3.4821353872990746
0,61,48.51362490802237,7649.070692791871,1.6171208302674125
0,24,113.7901793486726,7407.566613507998,3.7930059782890866
0,18,46.02708265753958,5976.461052915321,1.5342360885846527
0,42,44.625972850019295,1559.01737171177,1.4875324283339766
0,27,85.60537568730733,3637.9775533077454,2.8535125229102443
0,8,49.650704899649035,2282.9806005280325,1.655023496654968
0,69,55.827214312595636,7135.577684320339,1.8609071437531879
0,15,26.975220431517403,690.7031161051121,0.8991740143839134
0,25,62.36840594747267,1037.2603586359364,2.0789468649157556
0,35,87.31975354296388,8321.141146747108,2.910658451432129
0,33,70.50580735146372,3700.971572950801,2.350193578382124
0,70,49.629218884542865,7507.549555467894,1.654307296151429
0,16,56.86706454205718,6157.92560482687,1.8955688180685726
1,42,19.944644755118425,5166.434494057618,0.6648214918372808
0,48,74.86579705107205,760.7768275165708,2.495526568369068
0,59,30.049581484786586,6798.715117930568,1.0016527161595528
0,39,19.429186158323667,1656.288616820457,0.6476395386107889
0,62,86.99880728343058,953.2812605634925,2.8999602427810194
0,11,45.295871026710884,5803.8896906606915,1.5098623675570295
0,58,61.499767792507036,4184.553470297169,2.0499922597502347
1,57,89.22717568589512,713.7962645061294,2.9742391895298375
1,43,99.26888757222333,1400.6721284768305,3.308962919074111
0,65,85.22394327477328,7687.698093934407,2.8407981091591092
1,46,77.73165135578711,7936.890802586417,2.5910550451929035
0,56,115.58191521356332,2516.9442192208635,3.8527305071187774
0,2,113.32216310252456,1593.1671581385485,3.7774054367508185
0,49,102.51323920283984,6911.751947860684,3.4171079734279948
0,55,80.99489716978383,6727.9738377923095,2.699829905659461
0,69,41.870864750634794,4277.038489205212,1.3956954916878266
0,6,98.74195580807779,488.9521774869593,3.2913985269359265
0,54,82.43671550007808,4751.12293774753,2.7478905166692695
0,61,93.97759553816937,255.20661853379727,3.132586517938979
0,26,58.08193774004174,5662.542330166141,1.9360645913347245
0,64,29.266918754232016,503.44410093150145,0.9755639584744006
0,41,43.06865192253778,4752.383193409087,1.4356217307512593
0,67,28.980820623127375,6435.336776206414,0.9660273541042458
1,54,86.99202100531663,6941.813132402704,2.8997340335105544
0,50,111.31602844005639,3525.8470424735506,3.710534281335213
0,60,34.097736244189505,8609.577517111045,1.13659120813965
0,3,72.23117356552774,5763.301888982557,2.4077057855175914
0,45,36.48412757240247,7652.041732587361,1.2161375857467491
1,3,108.83632791429235,980.4128066719394,3.6278775971430783
0,62,43.0855870993625,4962.647108454511,1.4361862366454166
0,24,31.023676432921732,8257.352877553854,1.0341225477640577
1,44,56.85947535247121,894.5726651090985,1.8953158450823735
0,8,64.88840313265396,6145.306997537007,2.1629467710884653
0,45,81.22052856548305,4014.059724955429,2.7073509521827686
1,52,119.57575259561973,2278.798425945579,3.985858419853991
0,33,39.59525872679211,7767.042832207275,1.319841957559737
1,39,32.16267459344343,1014.3186651634647,1.072089153114781
1,18,99.56489994899533,1339.977758089114,3.3188299982998446
1,61,106.56168306539669,3175.521315725102,3.5520561021798898
1,58,30.494512730013458,5954.720572499675,1.0164837576671153
0,37,107.45698300659141,4471.883287554478,3.581899433553047
0,45,67.87736737101949,5033.5082951996565,2.2625789123673163
0,63,40.444734905643855,2017.9690362155404,1.3481578301881285
1,41,77.38847855382895,5356.241313000017,2.579615951794298
0,51,37.40843283267655,4201.524849436101,1.2469477610892183
0,46,83.46473047190734,2193.0601260625276,2.7821576823969116
1,8,91.06530011158492,8119.898675714826,3.035510003719497
0,22,69.80338514809674,5604.069063907811,2.326779504936558
0,59,44.47261660370984,7182.365914735748,1.4824205534569945
0,55,90.41414623704618,3134.4456966951207,3.0138048745682062
0,10,107.7384384914949,1174.745341400628,3.59128128304983
0,70,83.04183643509757,2976.6743460109137,2.7680612145032524
0,17,26.682671315583633,3383.2367467626846,0.889422377186121
1,5,38.27433851470016,1565.0340516904944,1.2758112838233386
1,51,24.74650388202192,6249.595628186243,0.824883462734064
0,5,113.13934055619046,5752.367318602964,3.7713113518730155
0,70,86.0976012438271,6591.5154181682265,2.869920041460903
0,19,56.962894775321544,4068.778600493854,1.8987631591773848
0,47,55.366316669386705,3136.6784298016687,1.8455438889795568
1,14,108.97433253894708,8646.563041904066,3.6324777512982362
0,51,84.54203790980642,2957.1679602098534,2.818067930326881
0,41,33.577443584470245,1066.4662970039508,1.1192481194823416
0,19,75.40073106913047,5771.831357254093,2.513357702304349
1,58,83.00484638012854,6067.118015235694,2.7668282126709514
0,64,42.52256030523472,4092.053516403628,1.4174186768411574
1,31,72.0787901727103,34.08694231911105,2.4026263390903435
1,10,87.63053858386628,2005.4208352565747,2.921017952795543
1,65,44.764594199688005,4100.978607242359,1.4921531399896002
0,7,103.9300339668323,6832.702292315141,3.4643344655610764
0,15,58.3576043773653,5448.314686747715,1.9452534792455098
0,60,73.2604122046967,7152.805416158995,2.4420137401565567
0,37,22.993227012617023,4797.324310838042,0.7664409004205675
0,57,42.48599907552888,6063.0414795218185,1.416199969184296
0,33,30.80708099377783,3052.702170732892,1.0269026997925943
1,58,64.89711359255912,2002.216887871078,2.1632371197519706
0,3,95.66108918620495,7730.013318150745,3.1887029728734984
0,55,72.41683558162157,4327.112132265421,2.4138945193873855
1,57,39.19572525201811,7851.468993801523,1.3065241750672703
0,18,65.23394779934421,5927.919188911833,2.174464926644807
0,16,67.90041927662531,3770.5800023851734,2.2633473092208436
0,13,103.72459826907001,6502.766156536314,3.4574866089690004
1,33,32.358056485633576,1532.0018456977216,1.0786018828544526
0,15,42.070611875412965,8670.463350322318,1.4023537291804322
1,57,89.85962399111152,7410.855746501663,2.9953207997037175
0,53,115.59057967161172,5041.277734875047,3.8530193223870572
0,5,103.61642711646154,6745.044362710985,3.4538809038820513
0,38,63.47998726923671,2863.362782522504,2.1159995756412235
0,12,48.294712086262756,5376.11249325286,1.6098237362087586
0,66,50.78595636828431,4525.414226474595,1.6928652122761436
0,39,74.90259287887352,4729.112245016867,2.496753095962451
1,12,61.530153129276286,3546.3572314773364,2.0510051043092097
0,23,57.70159344011594,134.41036090695258,1.9233864480038647
0,43,39.70057151724832,4241.504785408176,1.3233523839082773
0,49,86.43051849058855,1268.9791352336595,2.8810172830196183
1,20,62.65002262454887,4889.6439346586485,2.088334087484962
0,34,90.71413948793418,4805.706751679227,3.023804649597806
0,41,58.671321647751334,3939.7026519927267,1.955710721591711
0,38,29.604807713935386,3528.9937830604617,0.9868269237978462
1,63,79.18801355369024,4948.865340915801,2.6396004517896747
0,59,61.96448591184881,6998.268164301563,2.0654828637282936
0,65,111.6978848011965,7391.349766785267,3.72326282670655
1,38,54.71995163988457,4644.119896967087,1.8239983879961523
1,61,63.96303723467737,7070.08753902703,2.1321012411559126
0,6,33.07292081444535,7122.184357664939,1.102430693814845
0,14,30.919825784009756,746.080089634159,1.030660859466992
0,29,99.49213925072812,3048.5198246726154,3.316404641690937
0,48,45.19784033835285,6574.785186711018,1.506594677945095
1,4,26.93176647710839,3898.6509595560633,0.8977255492369464
0,4,24.769871977556285,8019.25564065251,0.8256623992518761
0,20,41.32590045817719,8359.563166905687,1.377530015272573
1,23,48.26257026674331,2551.240936136346,1.608752342224777
0,23,98.33780431614525,5127.485577236413,3.277926810538175
1,11,69.49714994273599,4703.1531062110025,2.3165716647578662
1,72,69.4242330867051,3752.6019348260106,2.31414110289017
0,51,99.55376377513056,4699.755864012949,3.318458792504352
0,48,61.493684869651425,6446.585875505846,2.0497894956550473
1,3,33.86051004679593,281.0911901610634,1.128683668226531
0,23,83.24601750087322,734.9727190175378,2.7748672500291076
0,43,51.49893335297571,772.3603726973323,1.716631111765857
1,7,85.00436967531998,2101.6445027413824,2.8334789891773324
0,22,77.22935047959595,2641.1339108090897,2.574311682653198
0,60,24.67312229976973,2266.825477791079,0.8224374099923243
0,61,85.5907924962649,4002.1673707604787,2.8530264165421633
1,72,96.45901899012502,5502.541867794713,3.2153006330041674
0,26,98.50647935751485,5149.212104298539,3.2835493119171617
0,42,110.63021894886346,5292.347448972758,3.6876739649621153
0,52,21.727241825925294,5458.926858447403,0.7242413941975098
1,29,90.815549019522,2611.4984511336015,3.0271849673174
0,65,112.07716304218094,5572.765998598426,3.7359054347393648
0,68,117.27860537678244,1975.6974061211272,3.909286845892748
0,57,70.13831977201482,146.0451221395855,2.3379439924004943
1,52,71.34634048390718,3130.2471937833993,2.3782113494635726
0,6,44.69444699935939,5495.488897612951,1.4898148999786465
0,43,49.412196820962535,356.35874188219225,1.6470732273654178
0,15,51.18158016389694,7621.745170414512,1.7060526721298979
0,18,102.30945708778839,8603.982870933762,3.410315236259613
0,35,70.76623019116823,452.38615060486933,2.358874339705608
0,38,49.278978374930745,7866.531978488787,1.6426326124976915
0,41,19.479483438434308,2081.4947619585655,0.6493161146144769
0,47,74.76548192926478,323.0461363256389,2.4921827309754927
0,49,56.4804118584898,5033.607449994285,1.8826803952829934
0,69,73.06197061026839,7789.459752883486,2.4353990203422797
0,6,106.40234186715281,8570.984098631054,3.546744728905094
0,7,49.775290800371366,267.3873292375601,1.6591763600123788
0,18,78.25312756673607,1056.7084546462165,2.6084375855578688
0,68,89.31782721639306,5473.272565052738,2.9772609072131018
0,67,71.30378424581397,743.5523744157243,2.376792808193799
1,24,62.90865801679101,5801.21158747777,2.096955267226367
0,25,70.9930386700733,6668.994712009761,2.3664346223357766
